ds,key,topology,morph,L,kstar_true,n_hill,Dratio,slow_idx,sigma,frac_strict,frac_loose,frac_loose_only,kstar_cv
three_gene_train,sample_0029,relay_chain,labyrinth,187.07773511970953,0.20151575931232094,2.0,179.47082075032978,0,0.2,0.9725,1.0,0.0275,0.09758885319408253
three_gene_train,sample_0030,substrate_depl,labyrinth,70.81417271219,0.5323667621776504,4.0,109.55781325772307,0,0.01,1.0,1.0,0.0,0.002133036363612046
three_gene_train,sample_0030,substrate_depl,labyrinth,70.81417271219,0.5323667621776504,4.0,109.55781325772307,0,0.048,1.0,1.0,0.0,0.02606147362651965
three_gene_train,sample_0030,substrate_depl,labyrinth,70.81417271219,0.5323667621776504,4.0,109.55781325772307,0,0.1,0.9875,1.0,0.0125,0.054745546448800406
three_gene_train,sample_0030,substrate_depl,labyrinth,70.81417271219,0.5323667621776504,4.0,109.55781325772307,0,0.2,0.855,0.9925,0.1375,0.1055180402654159
three_gene_train,sample_0031,relay_chain,stripes,79.83513569758894,0.4722120343839542,3.0,83.2056852488999,0,0.01,1.0,1.0,0.0,0.006733468189121181
three_gene_train,sample_0031,relay_chain,stripes,79.83513569758894,0.4722120343839542,3.0,83.2056852488999,0,0.048,1.0,1.0,0.0,0.026941184003062345
three_gene_train,sample_0031,relay_chain,stripes,79.83513569758894,0.4722120343839542,3.0,83.2056852488999,0,0.1,0.9125,0.9275,0.015,0.052755500149236544
three_gene_train,sample_0031,relay_chain,stripes,79.83513569758894,0.4722120343839542,3.0,83.2056852488999,0,0.2,0.6475,0.8075,0.16,0.09991869328925561
three_gene_train,sample_0032,substrate_depl,spots,70.81417271219,0.5323667621776504,2.0,134.9184487819,0,0.01,1.0,1.0,0.0,0.004718581221125284
three_gene_train,sample_0032,substrate_depl,spots,70.81417271219,0.5323667621776504,2.0,134.9184487819,0,0.048,0.9975,1.0,0.0025,0.02573788392711825
three_gene_train,sample_0032,substrate_depl,spots,70.81417271219,0.5323667621776504,2.0,134.9184487819,0,0.1,0.955,1.0,0.045,0.05456680628149125
three_gene_train,sample_0032,substrate_depl,spots,70.81417271219,0.5323667621776504,2.0,134.9184487819,0,0.2,0.795,1.0,0.205,0.10790241038649008
three_gene_train,sample_0033,relay_chain,labyrinth,156.02715722779783,0.24161891117478512,2.0,187.3265172691703,0,0.01,0.9975,1.0,0.0025,1.1473815998093432e-16
three_gene_train,sample_0033,relay_chain,labyrinth,156.02715722779783,0.24161891117478512,2.0,187.3265172691703,0,0.048,0.71,1.0,0.29,0.02849424331001494
three_gene_train,sample_0033,relay_chain,labyrinth,156.02715722779783,0.24161891117478512,2.0,187.3265172691703,0,0.1,0.55,0.995,0.445,0.047823044910036486
three_gene_train,sample_0033,relay_chain,labyrinth,156.02715722779783,0.24161891117478512,2.0,187.3265172691703,0,0.2,0.5225,0.95,0.4275,0.09035199297106557
three_gene_train,sample_0034,substrate_depl,spots,117.14157280940597,0.3218252148997135,2.0,231.1962928953683,0,0.01,1.0,1.0,0.0,0.018769845630448735
three_gene_train,sample_0034,substrate_depl,spots,117.14157280940597,0.3218252148997135,2.0,231.1962928953683,0,0.048,0.98,1.0,0.02,0.047325704569931765
three_gene_train,sample_0034,substrate_depl,spots,117.14157280940597,0.3218252148997135,2.0,231.1962928953683,0,0.1,0.71,0.9875,0.2775,0.075188809108074
three_gene_train,sample_0034,substrate_depl,spots,117.14157280940597,0.3218252148997135,2.0,231.1962928953683,0,0.2,0.4475,0.915,0.4675,0.11982146683150934
three_gene_train,sample_0035,cross_repress,stripes,89.31680119229944,0.42208309455587395,3.0,124.31985707482964,0,0.01,1.0,1.0,0.0,0.017574086271087714
three_gene_train,sample_0035,cross_repress,stripes,89.31680119229944,0.42208309455587395,3.0,124.31985707482964,0,0.048,1.0,1.0,0.0,0.028545594921171508
three_gene_train,sample_0035,cross_repress,stripes,89.31680119229944,0.42208309455587395,3.0,124.31985707482964,0,0.1,0.9775,0.9775,0.0,0.05693239364753725
three_gene_train,sample_0035,cross_repress,stripes,89.31680119229944,0.42208309455587395,3.0,124.31985707482964,0,0.2,0.83,0.835,0.005,0.1076276296430291
three_gene_train,sample_0036,double_inhibitor,spots,117.14157280940597,0.3218252148997135,2.0,220.07204977179927,0,0.01,1.0,1.0,0.0,0.004961970176448572
three_gene_train,sample_0036,double_inhibitor,spots,117.14157280940597,0.3218252148997135,2.0,220.07204977179927,0,0.048,0.99,1.0,0.01,0.029560918471857756
three_gene_train,sample_0036,double_inhibitor,spots,117.14157280940597,0.3218252148997135,2.0,220.07204977179927,0,0.1,0.895,1.0,0.105,0.052062355268559096
three_gene_train,sample_0036,double_inhibitor,spots,117.14157280940597,0.3218252148997135,2.0,220.07204977179927,0,0.2,0.73,1.0,0.27,0.10909056738104038
three_gene_train,sample_0037,substrate_depl,labyrinth,96.16979777234158,0.39200573065902583,4.0,116.09557317909452,0,0.01,0.9725,1.0,0.0275,0.003634368765265572
three_gene_train,sample_0037,substrate_depl,labyrinth,96.16979777234158,0.39200573065902583,4.0,116.09557317909452,0,0.048,0.67,1.0,0.33,0.027156459859069688
three_gene_train,sample_0037,substrate_depl,labyrinth,96.16979777234158,0.39200573065902583,4.0,116.09557317909452,0,0.1,0.52,0.9825,0.4625,0.05350231469362649
